,author,lang,le,il,et,de,que,ne,a,en,si,je,qui,son,vos,ce,tot,soi,un,par,cel,por,se,mout,mais,i,cant,come,car,tant,o,tu,mon,autre,plus,nos,nul,ja,cest,lor,pas,or,devant,tel,mie,on,nostre,ou,lors,vostre,sor,sans,la,puis,dont,apres,onque,aucun,ainz,ainsi,ci,ton,meisme,rien,quel,encore,coi,avant,fors,vers,chascun,entre,coment,jusque,trop,tost,avuec,non,donc,dedenz,assez,cui,contre,suen,ensemble,trestot,mieus,certes,sus,autresi,maint,maintenant,ariere,poi,des,atant,aussi,volentiers,encontre,desus,hors,pres,aincois,mien,plusor,parmi,nient,desoz,autrui,cantque,tantost,ui,selonc,laienz,ha,ca,iluec,outre,moins,e,tres,point,sovent,icel,desor,issi,voir,envers,neporcant,oil,soz,caienz,devers,adonc,entor,enz,enmi,endroit,gaire,dalez,mar,neis,derrier,jus,ez,demain,defors,ici,autrement,lez,tozjors,orendroit,amont,aval,tresque,environ,anuit,contreval,ainc,nenil,totevoies,atot,itant,auques,ades,autretel,autretant,matin,ier,ice,tuen,icest,piec,espoir,aillors,deci,contremont,combien,ambedos,rechief,autant,chies,estre,quelque,itel,encui,jadis,joste,pis,el,autel,iqui,ensement,ledit,hai,pardevant,es,sore,sis,sauf,ensus,meismement,sien,deca,desque,dela,nequedent,ai,sempre,ersoir,rechief_,que_que,lues,miemement,endementieres,dusque,jehui,enquenuit,dementieres,main,lasus,aucant,dejoste,quiconque,voire,naje,empres,avoi,prim,huimais,enjusque,ont,petitet,entreci,franchement,entresait,aussiment,encoste,quelconque,oan,orainz,diva,travers,buer,ambes,cil,chasque,entredeus,denz,demanois,lendemain,nun,partot,mi,enson,enteimes,endementre,aluec,ho,lonc,bas,manois,he_las,eluec,antan,sofisanment,sodainement,fi,ensorquetot,adens,autrefoiz,comfait,item,dementre,entretant,ore,moi,igaument,gote,nesun,deseur,rier,las,res,entre_tant,daerrainement,neporuec,assavoir,daerrain,premerain,excepte,idonc,sodain,viron,tempre,autresiment,endemain,ome,alors,vezci,sieue,tandis,seviaus,decoste,hu,com,jesque,ohi,lanque,trestost,pieca,enne,heu,durant,hui,entrementre,itot,parce,aie,foiz,ceci,helas,totesfoiz,encontreval,depuis,nen,poruec
JnRen_Escoufle_54000-57000,JnRen,NA,225,174,85,94,108,82,64,75,25,23,54,48,11,25,40,24,15,21,23,23,10,24,22,18,19,18,2,11,7,2,3,9,25,20,10,10,12,14,7,14,1,11,1,8,7,6,0,9,0,1,5,9,5,1,5,0,3,2,3,0,2,2,1,3,1,0,1,1,5,4,1,0,3,1,2,1,1,0,3,1,0,1,5,0,1,1,0,0,6,0,1,2,0,2,2,2,1,0,0,3,3,1,1,0,0,0,0,3,0,3,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JnRen_Rose_0-3000,JnRen,NA,174,139,142,139,74,85,77,75,28,15,45,54,3,38,20,36,29,18,25,32,10,23,10,25,17,10,5,12,5,0,1,17,5,1,7,8,12,24,7,14,2,8,8,4,0,6,5,0,4,8,1,4,7,3,6,0,6,4,0,0,0,7,2,1,0,1,1,4,6,2,1,2,1,0,3,1,0,3,3,0,1,2,2,1,6,0,1,0,8,0,2,2,1,0,1,0,1,0,0,1,4,0,0,0,0,3,0,1,0,2,2,0,0,5,3,0,1,1,0,2,1,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JnRen_Rose_3000-6000,JnRen,NA,177,156,113,106,98,70,72,63,41,61,37,34,12,30,23,38,34,26,28,28,23,20,11,17,8,12,5,11,10,8,16,7,13,1,8,9,19,5,11,21,1,9,7,9,3,6,5,1,2,3,3,7,7,2,3,1,5,2,2,1,2,3,2,4,1,2,2,2,6,3,3,3,3,1,0,6,0,0,4,4,0,6,1,0,2,2,0,0,5,0,2,0,0,0,2,1,0,0,1,2,1,0,0,0,3,2,0,1,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JnRen_Rose_6000-9000,JnRen,NA,168,154,99,104,76,70,81,67,37,52,38,40,46,27,24,31,40,16,22,22,19,25,16,19,15,9,2,7,8,5,19,9,7,9,7,15,16,3,8,22,2,10,1,5,1,4,7,7,4,7,3,5,3,3,3,0,4,1,2,0,0,4,9,4,0,1,2,4,3,1,1,2,3,1,3,5,0,1,3,1,0,3,0,1,1,3,2,0,5,2,3,1,1,0,1,2,1,0,0,0,2,0,0,0,1,0,0,2,0,2,0,2,3,5,1,0,0,5,2,1,0,0,3,0,4,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,5,0,1,1,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
JnRen_Rose_9000-12000,JnRen,NA,210,156,78,115,74,54,77,73,37,32,42,39,23,22,23,25,34,13,20,23,11,31,11,9,20,11,4,4,6,0,12,11,12,7,6,3,12,6,7,15,4,5,4,14,2,7,8,7,7,9,2,5,3,3,6,0,8,6,5,0,0,3,4,6,1,0,1,3,5,3,3,1,6,1,6,3,3,1,4,2,0,2,0,2,3,1,1,1,3,1,2,1,0,3,4,3,3,1,1,2,2,2,0,0,0,1,0,1,0,2,0,1,4,1,0,0,0,1,0,2,1,1,0,0,6,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JnRen_Rose_12000-15000,JnRen,NA,200,154,106,134,89,72,85,79,30,13,43,44,22,15,25,21,33,17,21,18,19,17,7,31,11,12,3,12,10,1,2,6,6,4,5,20,15,7,6,16,6,10,8,5,1,5,3,5,10,9,3,4,3,3,8,0,6,2,3,0,0,1,0,0,0,3,1,0,5,2,9,5,6,3,8,1,0,1,5,2,1,5,0,1,8,1,0,1,6,0,1,1,1,0,0,1,1,0,5,1,1,1,0,0,0,2,0,4,0,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,6,0,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JnRen_Rose_15000-18000,JnRen,NA,208,141,123,120,70,56,86,71,40,7,52,48,3,22,36,36,47,24,58,13,9,36,4,29,11,13,6,12,9,0,4,16,11,0,5,4,8,15,3,8,5,11,2,7,0,3,7,0,12,8,3,1,5,5,4,0,4,4,1,0,0,3,1,1,0,1,1,5,10,3,1,2,3,3,3,1,0,0,2,1,0,2,2,5,2,1,1,1,7,0,1,1,1,1,0,2,1,1,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,4,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,69,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JnRen_Rose_18000-21000,JnRen,NA,168,190,89,118,109,78,75,71,40,61,33,52,19,33,33,21,37,32,18,30,20,22,13,19,6,13,3,10,8,0,18,8,16,2,12,6,6,8,8,12,5,9,2,7,0,5,6,9,4,5,1,9,2,6,6,0,3,2,3,0,0,9,1,1,1,2,6,11,3,2,4,3,2,2,4,3,1,0,3,1,0,5,2,1,3,6,1,0,6,0,2,1,0,0,2,1,2,0,2,2,0,1,0,0,1,0,4,1,0,1,0,0,2,1,1,1,1,2,1,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,4,0,0,0,0,1,0,1,0,0,0,2,0,0,1,94,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JnRen_Rose_21000-24000,JnRen,NA,145,206,67,111,109,109,63,64,35,67,32,52,28,29,22,36,20,22,17,28,20,25,14,28,9,17,4,14,12,0,23,9,6,3,16,10,18,2,9,16,2,8,4,10,1,5,1,7,3,7,0,4,4,0,8,0,4,3,3,0,0,10,6,4,2,1,2,6,4,0,6,0,3,2,1,2,1,0,4,2,1,1,1,0,3,0,0,0,4,1,1,1,2,0,1,1,0,0,0,3,3,0,0,0,1,0,1,1,0,0,0,0,4,0,0,0,2,1,0,2,1,0,2,0,7,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,2,0,2,0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
JnRen_Rose_24000-27000,JnRen,NA,189,190,96,102,109,54,72,82,40,54,35,62,18,16,31,25,32,23,20,22,21,33,12,27,9,12,4,12,12,0,15,8,12,8,12,7,11,3,2,18,2,9,2,2,1,3,3,4,4,7,5,2,3,1,12,1,2,1,1,1,0,6,4,1,1,4,4,6,5,3,2,1,8,1,1,3,0,1,0,0,0,4,0,0,5,0,1,0,1,0,0,3,0,2,0,2,5,1,3,1,1,0,0,0,3,0,0,2,0,3,2,0,1,1,1,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JnRen_Rose_27000-30000,JnRen,NA,180,175,86,105,105,87,72,64,55,48,36,61,21,26,26,26,38,11,27,26,19,25,14,14,8,10,2,4,19,5,21,9,19,5,7,6,14,3,8,15,5,17,2,5,0,7,4,7,4,6,4,5,5,3,7,1,8,1,4,0,0,1,4,5,2,0,2,6,1,1,4,1,1,2,1,2,0,0,1,2,0,2,1,0,3,2,2,0,4,1,3,5,1,1,1,0,1,2,3,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,1,1,0,1,0,0,0,0,11,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JnRen_Rose_30000-33000,JnRen,NA,178,163,82,97,99,92,63,82,34,65,39,48,27,36,31,24,18,27,25,37,16,19,11,31,15,13,2,12,5,1,34,6,8,7,7,7,21,10,11,16,4,9,2,5,0,3,9,7,5,5,2,4,10,0,11,1,4,2,2,0,3,3,1,3,2,0,4,2,5,1,1,0,1,2,0,6,1,0,2,3,1,1,0,2,1,1,2,0,1,0,3,3,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,2,5,0,0,0,0,0,0,4,1,0,3,0,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,98,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANO_Philom_0-3000,ANO,NA,125,171,138,94,121,116,63,62,22,63,30,60,45,28,29,23,23,13,22,22,36,21,23,16,15,7,19,15,8,0,24,6,23,1,11,9,8,5,8,9,0,7,5,3,0,0,3,9,2,7,2,6,13,0,3,0,4,0,0,0,1,6,6,1,4,0,2,2,3,4,2,0,2,3,5,4,1,1,4,1,1,0,3,3,3,2,2,1,1,2,0,1,5,2,1,1,3,0,0,0,3,2,0,0,0,0,1,0,1,0,3,0,1,1,0,1,2,0,1,2,1,0,1,0,5,1,2,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANO_Philom_3000-6000,ANO,NA,106,166,126,100,117,115,59,66,37,63,35,44,43,39,28,36,15,22,19,44,19,23,27,6,25,15,20,19,13,15,29,5,15,1,13,20,11,2,3,9,2,5,6,4,0,5,4,7,2,7,3,2,7,0,3,0,3,4,1,1,0,12,4,2,11,1,3,2,3,2,5,3,8,9,4,7,0,0,3,2,1,2,1,1,3,1,0,0,0,1,1,3,1,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,2,3,2,0,1,0,0,0,0,2,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,69,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ANO_Philom_6000-9000,ANO,NA,150,211,122,88,120,127,59,70,45,23,30,71,9,18,37,32,23,14,23,18,15,21,23,23,25,17,21,10,8,14,5,4,17,3,9,11,3,3,6,10,5,13,6,5,1,8,5,1,1,2,5,10,2,1,9,0,6,5,5,3,0,8,4,1,4,0,7,1,2,3,6,5,7,4,4,1,0,2,0,2,0,0,0,2,1,0,0,0,1,1,2,2,1,2,1,2,1,3,0,0,3,0,2,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ChrTr_Lancel_0-3000,ChrTr,NA,183,171,132,64,107,91,72,90,49,58,36,20,27,30,25,32,19,18,23,18,14,23,27,31,12,21,8,13,9,27,9,8,7,3,4,8,9,1,13,13,5,6,6,3,0,7,4,7,9,8,5,7,6,11,0,0,11,4,2,3,1,8,7,2,3,3,2,3,4,3,1,3,1,3,9,0,1,1,2,3,0,1,2,3,2,2,1,1,2,3,1,0,3,2,1,1,0,0,0,3,3,1,1,1,1,0,1,1,2,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,3,2,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,71,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ChrTr_Lancel_3000-6000,ChrTr,NA,214,202,150,64,98,87,47,84,62,74,24,21,37,11,21,32,28,30,49,14,22,27,20,20,20,16,4,15,8,21,7,13,8,3,4,7,3,1,11,5,3,5,7,3,0,5,12,3,9,4,5,8,5,1,6,0,5,1,2,7,1,4,2,1,2,2,3,6,3,1,0,3,1,2,1,2,3,2,3,4,0,1,0,2,4,0,3,1,0,1,2,1,5,3,2,0,1,1,0,2,2,0,1,1,0,5,0,2,2,0,1,0,0,1,0,0,4,0,2,0,0,0,0,0,4,0,0,0,2,0,1,1,0,0,4,1,0,2,3,1,0,1,0,0,1,0,1,2,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ChrTr_Lancel_6000-9000,ChrTr,NA,169,195,142,76,107,109,52,77,67,68,24,31,40,13,23,51,35,17,46,18,27,22,16,12,22,10,8,17,4,6,9,12,10,2,7,8,11,2,8,9,2,5,15,3,0,3,8,2,6,9,4,1,3,3,7,1,9,0,7,1,2,8,4,1,3,1,11,0,2,4,0,4,1,4,3,2,4,0,5,4,0,2,1,2,2,2,2,1,0,3,2,1,4,2,1,4,2,0,0,2,1,0,0,4,0,0,2,3,2,1,0,3,0,1,0,2,2,0,0,0,2,0,1,0,2,1,0,0,0,1,1,1,0,3,4,0,0,2,0,1,0,2,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ChrTr_Lancel_9000-12000,ChrTr,NA,137,178,138,70,116,116,59,79,37,88,33,29,43,29,27,25,21,18,32,26,24,20,25,30,16,10,6,16,2,25,17,10,20,7,12,13,10,5,7,21,3,5,11,8,0,3,8,7,9,6,2,4,5,7,4,1,4,2,7,4,1,11,4,4,1,0,2,4,2,5,0,7,3,5,2,1,5,4,1,3,1,4,1,2,7,4,0,0,2,4,2,3,1,0,0,1,3,0,0,3,3,2,2,1,3,1,0,2,3,5,0,0,0,0,1,0,2,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
